Episode_Length_minutes,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment
55.28,52.87,Thursday,Morning,77.78,2.0,Neutral
84.93,73.08,Saturday,Morning,96.93,1.0,Positive
73.62,59.06,Sunday,Evening,8.18,1.0,Positive
79.15,38.11,Monday,Afternoon,14.37,3.0,Positive
95.59,76.53,Sunday,Evening,53.98,2.0,Positive
118.3,36.78,Sunday,Night,1.33,1.0,Negative
42.15,24.76,Thursday,Night,52.81,1.0,Negative
,43.56,Monday,Morning,,1.0,Negative
67.64,55.11,Monday,Afternoon,35.17,0.0,Neutral
60.77,42.68,Friday,Morning,76.44,2.0,Neutral
76.39,64.93,Tuesday,Morning,38.83,3.0,Neutral
24.18,55.85,Monday,Night,11.84,1.0,Negative
14.21,30.18,Monday,Afternoon,,0.0,Positive
89.97,36.81,Thursday,Night,82.22,1.0,Positive
36.83,96.1,Wednesday,Afternoon,53.05,0.0,Neutral
87.78,45.27,Saturday,Morning,91.06,0.0,Negative
67.96,88.77,Wednesday,Evening,23.0,2.0,Positive
53.03,62.44,Wednesday,Morning,,3.0,Positive
111.74,91.48,Wednesday,Afternoon,42.03,1.0,Neutral
48.81,80.71,Monday,Afternoon,69.73,0.0,Neutral
100.55,83.2,Saturday,Night,75.08,1.0,Neutral
98.36,79.71,Friday,Evening,16.31,2.0,Neutral
10.26,94.1,Sunday,Night,74.54,1.0,Neutral
107.33,34.89,Sunday,Night,73.47,2.0,Negative
80.2,95.59,Friday,Afternoon,50.55,3.0,Neutral
35.39,80.43,Saturday,Afternoon,93.33,3.0,Negative
102.26,37.82,Saturday,Morning,40.12,0.0,Neutral
67.36,26.66,Wednesday,Morning,29.75,2.0,Neutral
119.52,60.72,Friday,Afternoon,4.45,1.0,Neutral
77.3,84.35,Friday,Afternoon,,1.0,Positive
113.38,75.62,Saturday,Afternoon,24.86,0.0,Negative
32.06,90.72,Thursday,Afternoon,34.29,3.0,Negative
81.04,35.76,Tuesday,Evening,65.43,3.0,Negative
97.31,97.14,Saturday,Night,,1.0,Neutral
58.48,34.43,Friday,Evening,23.73,2.0,Neutral
117.47,60.25,Monday,Afternoon,42.16,1.0,Negative
41.85,70.24,Friday,Morning,4.82,3.0,Neutral
6.199,81.39,Wednesday,Morning,46.93,1.0,Positive
85.42,41.66,Friday,Night,43.55,1.0,Negative
81.05,41.85,Wednesday,Afternoon,,3.0,Positive
96.74,21.03,Sunday,Night,34.2,1.0,Positive
47.56,81.62,Sunday,Afternoon,26.36,3.0,Negative
60.62,52.71,Thursday,Evening,1.58,1.0,Positive
,70.94,Friday,Night,41.28,1.0,Positive
55.17,44.32,Friday,Night,72.17,0.0,Neutral
,20.3,Friday,Evening,39.92,1.0,Neutral
39.08,45.42,Monday,Morning,83.49,0.0,Negative
63.16,33.58,Tuesday,Night,3.98,0.0,Positive
106.24,48.25,Monday,Morning,17.42,3.0,Negative
35.33,36.95,Monday,Evening,80.28,1.0,Neutral
34.61,63.28,Thursday,Evening,32.11,1.0,Neutral
93.97,75.96,Monday,Night,90.52,1.0,Positive
99.21,80.32,Wednesday,Evening,13.49,2.0,Neutral
,90.84,Friday,Night,45.84,0.0,Negative
77.63,61.1,Sunday,Morning,45.09,1.0,Positive
118.77,55.71,Sunday,Evening,62.73,1.0,Positive
47.62,72.15,Saturday,Morning,26.83,0.0,Positive
,88.58,Monday,Evening,,0.0,Positive
84.07,82.13,Tuesday,Evening,84.19,3.0,Neutral
87.4,53.3,Tuesday,Night,,2.0,Positive
31.79,74.1,Monday,Morning,,1.0,Neutral
18.49,23.83,Friday,Morning,86.59,0.0,Negative
25.76,21.46,Thursday,Afternoon,83.05,3.0,Positive
41.8,48.47,Monday,Morning,,3.0,Negative
38.84,55.29,Wednesday,Morning,1.49,0.0,Neutral
38.81,65.29,Sunday,Night,,2.0,Neutral
14.15,47.69,Tuesday,Evening,47.56,0.0,Neutral
104.15,52.87,Saturday,Afternoon,67.18,1.0,Neutral
10.38,27.52,Wednesday,Morning,,3.0,Negative
38.93,38.39,Monday,Morning,42.44,3.0,Neutral
42.63,89.59,Sunday,Night,,0.0,Negative
32.91,33.11,Friday,Morning,54.9,0.0,Negative
19.54,80.86,Monday,Morning,44.26,2.0,Negative
17.51,79.19,Saturday,Evening,82.45,0.0,Negative
63.23,53.4,Saturday,Evening,82.45,3.0,Neutral
85.36,48.33,Friday,Morning,49.01,1.0,Positive
104.33,31.69,Saturday,Night,63.64,2.0,Negative
94.44,62.06,Monday,Night,,1.0,Negative
24.58,28.32,Wednesday,Morning,66.99,1.0,Neutral
32.55,86.59,Monday,Evening,66.96,2.0,Positive
110.52,43.85,Tuesday,Afternoon,5.62,3.0,Neutral
23.76,56.26,Saturday,Evening,,3.0,Negative
44.32,64.24,Wednesday,Morning,54.01,3.0,Positive
14.31,95.35,Thursday,Evening,68.27,3.0,Neutral
64.04,95.78,Sunday,Morning,22.49,0.0,Positive
99.0,52.67,Thursday,Morning,67.34,3.0,Negative
9.9,93.11,Monday,Night,64.68,1.0,Neutral
,89.79,Thursday,Afternoon,89.99,0.0,Neutral
31.57,31.57,Monday,Evening,13.21,2.0,Negative
13.7,52.68,Friday,Evening,27.99,0.0,Negative
22.74,22.5,Sunday,Morning,74.48,1.0,Negative
,44.2,Wednesday,Afternoon,0.67,0.0,Negative
55.67,91.49,Wednesday,Afternoon,,3.0,Negative
44.99,24.29,Friday,Night,14.76,1.0,Positive
61.82,63.1,Monday,Afternoon,74.32,1.0,Negative
20.91,23.17,Thursday,Morning,86.53,0.0,Positive
50.18,39.27,Monday,Morning,71.23,2.0,Negative
,44.01,Friday,Morning,23.21,0.0,Positive
84.09,38.25,Wednesday,Evening,,3.0,Positive
87.39,82.15,Thursday,Night,49.7,1.0,Positive
106.14,87.55,Tuesday,Evening,23.9,0.0,Positive
60.85,40.73,Friday,Evening,34.08,1.0,Positive
83.74,99.56,Sunday,Night,42.34,2.0,Negative
91.08,39.06,Wednesday,Evening,37.86,0.0,Neutral
45.65,28.32,Sunday,Evening,67.34,3.0,Negative
82.34,92.59,Tuesday,Morning,16.19,3.0,Negative
52.96,52.91,Monday,Afternoon,,0.0,Negative
105.98,97.7,Thursday,Evening,8.71,1.0,Negative
43.8,54.53,Saturday,Afternoon,65.56,2.0,Neutral
83.21,48.88,Friday,Morning,34.92,1.0,Positive
114.54,28.49,Thursday,Morning,44.22,0.0,Positive
,65.41,Sunday,Afternoon,74.44,2.0,Neutral
39.3,70.44,Sunday,Evening,,1.0,Positive
118.82,33.64,Friday,Morning,40.44,2.0,Neutral
62.51,29.52,Monday,Morning,87.26,1.0,Positive
109.89,38.51,Wednesday,Night,69.9,0.0,Positive
16.12,91.09,Sunday,Morning,,3.0,Neutral
71.25,98.3,Saturday,Afternoon,71.33,0.0,Negative
49.37,59.37,Thursday,Evening,93.92,2.0,Neutral
38.56,82.52,Friday,Night,83.62,0.0,Negative
50.07,20.08,Thursday,Evening,43.87,2.0,Negative
21.03,60.32,Saturday,Afternoon,56.47,1.0,Negative
104.02,95.93,Wednesday,Evening,5.14,0.0,Positive
67.68,51.7,Tuesday,Night,23.72,0.0,Positive
61.48,78.67,Tuesday,Morning,35.45,1.0,Neutral
29.53,48.28,Tuesday,Morning,10.59,2.0,Negative
48.12,64.59,Thursday,Evening,0.99,0.0,Negative
43.77,41.85,Saturday,Evening,48.84,3.0,Positive
109.68,68.58,Thursday,Morning,95.37,0.0,Positive
59.34,75.92,Wednesday,Afternoon,,3.0,Negative
,92.63,Wednesday,Evening,,0.0,Negative
97.99,65.0,Friday,Evening,,0.0,Positive
6.43,39.02,Wednesday,Evening,,0.0,Positive
106.52,28.0,Tuesday,Evening,86.39,0.0,Neutral
62.92,81.04,Friday,Afternoon,,0.0,Positive
62.86,75.38,Sunday,Afternoon,65.98,0.0,Neutral
105.65,65.09,Sunday,Morning,2.6,0.0,Positive
76.81,88.56,Sunday,Night,,3.0,Positive
82.63,36.65,Sunday,Morning,,1.0,Negative
29.97,94.98,Saturday,Evening,,3.0,Negative
31.53,75.54,Saturday,Evening,37.49,0.0,Negative
76.32,80.86,Wednesday,Night,77.7,0.0,Positive
14.14,30.25,Friday,Afternoon,,1.0,Neutral
60.79,62.53,Tuesday,Evening,,1.0,Negative
111.03,47.15,Tuesday,Morning,,3.0,Neutral
20.66,96.95,Saturday,Afternoon,,0.0,Neutral
71.04,77.72,Friday,Night,20.72,3.0,Positive
41.66,61.08,Friday,Evening,3.44,0.0,Neutral
72.76,36.72,Wednesday,Afternoon,36.13,2.0,Negative
,90.54,Wednesday,Afternoon,,3.0,Neutral
45.03,21.41,Sunday,Evening,30.27,0.0,Negative
106.02,68.5,Thursday,Morning,43.71,3.0,Negative
25.21,79.3,Wednesday,Evening,64.3,1.0,Neutral
54.63,84.35,Monday,Evening,95.36,1.0,Positive
17.66,69.57,Saturday,Evening,42.94,2.0,Negative
34.48,67.3,Thursday,Night,27.57,1.0,Negative
36.34,21.91,Sunday,Morning,58.86,1.0,Positive
62.18,62.57,Monday,Evening,72.89,1.0,Neutral
113.74,26.18,Tuesday,Night,52.57,2.0,Positive
59.15,43.29,Wednesday,Evening,85.98,1.0,Positive
56.12,21.95,Tuesday,Morning,,2.0,Positive
50.57,39.05,Saturday,Morning,30.44,1.0,Positive
35.46,62.71,Tuesday,Night,85.86,2.0,Negative
88.85,61.37,Friday,Afternoon,81.86,3.0,Positive
98.34,36.83,Sunday,Night,33.92,0.0,Neutral
44.68,24.17,Tuesday,Evening,,0.0,Neutral
18.08,83.81,Friday,Night,30.98,2.0,Negative
,86.49,Saturday,Morning,75.61,0.0,Neutral
40.48,31.47,Tuesday,Night,91.71,3.0,Positive
94.39,51.46,Thursday,Night,17.21,3.0,Neutral
117.36,94.97,Sunday,Morning,43.85,1.0,Negative
14.42,74.17,Wednesday,Morning,83.14,1.0,Positive
,52.56,Monday,Night,,0.0,Positive
15.12,32.77,Sunday,Afternoon,42.45,3.0,Neutral
112.77,63.12,Friday,Afternoon,63.19,2.0,Negative
29.08,27.63,Thursday,Evening,,1.0,Neutral
111.31,92.17,Thursday,Afternoon,97.26,0.0,Neutral
52.4,49.51,Saturday,Night,,2.0,Negative
51.81,78.48,Thursday,Morning,52.16,0.0,Positive
99.7,56.75,Tuesday,Afternoon,77.7,0.0,Positive
109.94,38.68,Friday,Evening,88.63,1.0,Positive
63.03,81.55,Wednesday,Night,77.87,1.0,Positive
26.49,43.94,Friday,Night,39.48,0.0,Neutral
95.83,81.16,Friday,Night,,1.0,Negative
,45.79,Friday,Night,59.68,2.0,Negative
98.14,22.29,Tuesday,Morning,,1.0,Neutral
82.13,32.37,Monday,Evening,99.73,3.0,Negative
77.54,79.33,Friday,Morning,64.4,1.0,Positive
77.74,45.42,Monday,Morning,11.99,0.0,Neutral
47.85,28.77,Saturday,Evening,87.84,2.0,Negative
19.56,79.69,Thursday,Evening,61.75,0.0,Positive
52.67,23.21,Monday,Afternoon,90.55,0.0,Neutral
17.28,72.32,Tuesday,Night,,2.0,Negative
67.29,65.59,Monday,Afternoon,40.89,0.0,Positive
76.35,67.73,Tuesday,Evening,87.67,0.0,Positive
10.74,43.74,Thursday,Afternoon,53.21,3.0,Positive
68.0,38.17,Sunday,Evening,37.11,0.0,Negative
91.32,58.97,Friday,Afternoon,69.27,3.0,Positive
13.04,76.18,Wednesday,Afternoon,83.9,0.0,Negative
12.09,70.12,Friday,Evening,,0.0,Positive
18.82,65.73,Thursday,Morning,68.66,0.0,Positive
117.21,85.18,Friday,Evening,50.58,0.0,Negative
6.28,67.54,Wednesday,Evening,,1.0,Neutral
52.38,21.41,Monday,Evening,98.74,1.0,Negative
17.76,91.74,Wednesday,Night,,2.0,Positive
,54.6,Friday,Afternoon,72.27,1.0,Positive
,28.53,Saturday,Morning,,0.0,Positive
68.56,52.05,Saturday,Morning,33.46,1.0,Negative
62.56,88.48,Monday,Evening,76.67,0.0,Negative
91.28,23.72,Wednesday,Evening,21.57,0.0,Neutral
90.05,44.0,Tuesday,Evening,70.55,3.0,Negative
106.71,76.67,Wednesday,Night,31.23,1.0,Neutral
44.08,41.6,Sunday,Evening,,1.0,Negative
46.72,44.71,Sunday,Afternoon,,1.0,Positive
91.23,84.35,Monday,Evening,68.25,0.0,Positive
,61.04,Saturday,Night,65.28,3.0,Negative
48.15,80.05,Tuesday,Evening,54.31,1.0,Positive
,46.27,Thursday,Morning,,0.0,Neutral
113.46,72.35,Wednesday,Afternoon,82.77,2.0,Positive
90.27,69.19,Monday,Morning,31.46,1.0,Negative
18.59,71.79,Wednesday,Evening,85.0,3.0,Positive
104.4,57.03,Tuesday,Evening,71.24,1.0,Positive
83.42,57.4,Sunday,Morning,4.68,2.0,Negative
,82.35,Wednesday,Evening,27.52,2.0,Neutral
116.72,64.86,Thursday,Morning,,0.0,Positive
42.94,71.03,Thursday,Morning,,3.0,Positive
55.41,23.12,Friday,Evening,88.35,3.0,Neutral
,60.93,Sunday,Evening,40.24,1.0,Neutral
52.56,38.85,Friday,Night,,3.0,Neutral
77.82,25.12,Wednesday,Morning,23.88,3.0,Negative
53.93,60.99,Friday,Night,76.94,1.0,Negative
94.56,42.21,Monday,Night,84.31,3.0,Neutral
101.57,74.23,Friday,Afternoon,,3.0,Positive
112.48,89.99,Monday,Night,50.05,0.0,Positive
,22.2,Friday,Morning,,1.0,Positive
29.84,20.79,Thursday,Afternoon,29.03,0.0,Negative
47.15,38.27,Thursday,Morning,62.32,3.0,Positive
115.51,80.25,Tuesday,Morning,34.53,0.0,Neutral
67.57,37.21,Monday,Evening,50.52,0.0,Negative
115.49,54.29,Tuesday,Night,28.45,0.0,Neutral
91.84,80.15,Sunday,Afternoon,,0.0,Neutral
102.58,25.99,Thursday,Evening,,1.0,Neutral
59.5,32.66,Wednesday,Night,68.91,0.0,Neutral
28.84,82.45,Sunday,Night,42.54,2.0,Positive
94.69,48.91,Monday,Evening,49.84,1.0,Negative
77.06,80.27,Tuesday,Evening,,2.0,Positive
39.3,81.68,Tuesday,Afternoon,51.95,3.0,Negative
,21.27,Thursday,Morning,58.97,2.0,Positive
,87.56,Tuesday,Night,85.38,3.0,Negative
,44.93,Thursday,Night,,0.0,Neutral
58.84,30.77,Tuesday,Evening,6.17,0.0,Neutral
16.75,54.85,Friday,Evening,94.86,0.0,Neutral
17.18,78.67,Tuesday,Evening,46.14,2.0,Negative
100.65,77.06,Wednesday,Morning,4.05,2.0,Neutral
76.26,33.65,Saturday,Afternoon,99.39,1.0,Positive
6.6,67.14,Wednesday,Evening,,3.0,Negative
99.65,33.48,Friday,Afternoon,49.39,0.0,Positive
96.98,64.5,Saturday,Afternoon,90.99,3.0,Neutral
116.12,24.76,Sunday,Afternoon,30.98,1.0,Negative
35.12,66.96,Tuesday,Morning,47.18,0.0,Neutral
,95.35,Sunday,Afternoon,33.16,2.0,Positive
34.4,75.71,Thursday,Morning,85.92,3.0,Neutral
26.12,29.02,Sunday,Evening,93.68,2.0,Neutral
26.27,47.51,Tuesday,Afternoon,30.61,3.0,Neutral
10.67,26.93,Friday,Afternoon,4.54,0.0,Negative
47.75,98.98,Tuesday,Evening,63.35,0.0,Negative
56.19,90.41,Sunday,Night,,0.0,Neutral
10.91,95.12,Sunday,Morning,84.8,3.0,Neutral
93.14,86.91,Monday,Morning,35.92,3.0,Positive
,29.7,Wednesday,Evening,7.54,1.0,Neutral
,24.88,Saturday,Night,27.79,0.0,Positive
53.76,71.84,Sunday,Night,63.02,1.0,Neutral
,96.95,Friday,Afternoon,87.01,0.0,Negative
76.72,72.72,Sunday,Morning,17.23,1.0,Positive
85.52,42.17,Monday,Evening,81.31,0.0,Negative
41.58,28.85,Monday,Afternoon,73.92,1.0,Neutral
111.54,64.78,Monday,Evening,42.69,1.0,Negative
90.79,90.53,Saturday,Night,29.36,0.0,Negative
47.97,26.74,Sunday,Morning,46.72,2.0,Neutral
,48.25,Tuesday,Evening,,1.0,Neutral
35.13,55.1,Thursday,Evening,16.31,1.0,Neutral
90.55,96.12,Monday,Night,,2.0,Positive
72.45,70.68,Wednesday,Afternoon,70.96,3.0,Neutral
104.21,69.57,Monday,Morning,66.93,1.0,Neutral
82.69,30.42,Sunday,Afternoon,57.95,3.0,Positive
103.56,69.61,Saturday,Evening,94.59,0.0,Neutral
94.89,28.32,Wednesday,Morning,51.39,1.0,Positive
94.8,89.1,Tuesday,Night,49.42,2.0,Positive
108.99,74.31,Tuesday,Night,8.78,3.0,Neutral
11.45,40.79,Monday,Morning,63.85,2.0,Neutral
31.66,93.11,Friday,Afternoon,13.91,0.0,Negative
,32.81,Friday,Evening,,1.0,Neutral
31.45,91.45,Wednesday,Afternoon,11.41,2.0,Neutral
28.23,97.79,Wednesday,Evening,58.2,2.0,Neutral
96.51,77.06,Tuesday,Morning,99.47,2.0,Neutral
64.96,39.6,Friday,Night,,1.0,Negative
53.41,35.73,Monday,Evening,86.66,1.0,Positive
62.65,71.91,Friday,Night,40.7,2.0,Positive
39.32,59.46,Tuesday,Night,43.37,3.0,Positive
61.12,81.95,Sunday,Afternoon,3.86,1.0,Negative
111.42,86.48,Friday,Evening,93.29,0.0,Neutral
94.99,84.37,Thursday,Afternoon,68.31,0.0,Positive
38.71,60.37,Sunday,Morning,60.37,2.0,Positive
112.77,31.3,Wednesday,Evening,,3.0,Negative
19.83,51.88,Thursday,Evening,,1.0,Positive
23.28,38.85,Thursday,Afternoon,69.49,1.0,Positive
20.85,39.84,Wednesday,Afternoon,52.3,1.0,Positive
70.26,35.83,Saturday,Evening,68.89,1.0,Positive
112.76,81.55,Monday,Afternoon,,1.0,Neutral
90.24,40.88,Thursday,Evening,,3.0,Negative
,45.69,Wednesday,Night,0.69,1.0,Neutral
44.36,27.02,Sunday,Night,69.01,2.0,Negative
99.45,99.7,Thursday,Night,,0.0,Positive
94.05,72.78,Sunday,Evening,40.27,1.0,Positive
106.43,86.58,Sunday,Afternoon,93.69,0.0,Positive
99.93,65.73,Thursday,Morning,84.71,1.0,Neutral
70.94,68.56,Sunday,Night,34.94,0.0,Negative
88.35,92.82,Friday,Night,64.24,0.0,Negative
44.24,29.98,Sunday,Morning,71.44,1.0,Negative
,66.91,Wednesday,Morning,9.77,2.0,Positive
89.99,67.02,Sunday,Night,42.02,2.0,Negative
108.74,63.55,Tuesday,Morning,9.81,0.0,Negative
89.62,60.49,Sunday,Afternoon,98.8,0.0,Negative
114.47,36.51,Sunday,Afternoon,81.83,0.0,Positive
24.79,27.34,Wednesday,Morning,5.18,0.0,Negative
99.99,21.28,Thursday,Morning,,3.0,Negative
16.05,81.41,Wednesday,Night,65.76,1.0,Negative
118.06,44.43,Friday,Night,,1.0,Positive
,63.54,Tuesday,Evening,87.06,2.0,Neutral
,69.76,Sunday,Evening,52.46,1.0,Neutral
48.27,75.89,Friday,Afternoon,69.04,3.0,Positive
9.8,56.64,Wednesday,Night,64.28,0.0,Negative
102.5,30.58,Monday,Night,60.05,0.0,Positive
119.67,86.57,Wednesday,Morning,87.81,0.0,Negative
100.63,57.55,Sunday,Night,47.68,3.0,Positive
8.09,47.63,Thursday,Afternoon,,2.0,Positive
109.31,29.59,Monday,Night,62.54,0.0,Negative
38.24,55.08,Wednesday,Morning,53.22,0.0,Negative
80.74,43.03,Tuesday,Night,32.14,1.0,Positive
60.18,22.54,Wednesday,Afternoon,84.85,3.0,Neutral
85.28,95.11,Sunday,Afternoon,54.35,3.0,Neutral
94.23,34.56,Thursday,Evening,73.87,2.0,Neutral
117.54,56.18,Tuesday,Afternoon,59.43,1.0,Neutral
,49.12,Wednesday,Night,63.01,0.0,Negative
65.79,82.11,Monday,Evening,76.11,0.0,Negative
50.47,69.18,Monday,Morning,,1.0,Negative
72.31,34.38,Friday,Morning,,1.0,Neutral
8.46,63.97,Tuesday,Night,89.21,0.0,Neutral
13.46,72.5,Sunday,Afternoon,26.97,0.0,Positive
,68.17,Saturday,Afternoon,73.59,0.0,Negative
104.95,84.73,Sunday,Night,45.44,0.0,Negative
17.28,24.35,Wednesday,Evening,35.86,3.0,Negative
90.11,39.88,Monday,Night,72.7,0.0,Positive
17.14,30.01,Wednesday,Morning,90.0,1.0,Positive
42.29,93.78,Sunday,Night,56.61,0.0,Neutral
66.81,51.71,Sunday,Evening,94.82,1.0,Negative
18.26,65.47,Saturday,Evening,86.88,1.0,Negative
47.02,84.08,Friday,Afternoon,53.72,1.0,Neutral
96.94,92.71,Saturday,Evening,17.97,1.0,Neutral
108.23,98.35,Saturday,Morning,,1.0,Positive
53.26,71.47,Sunday,Night,35.03,1.0,Negative
112.15,68.77,Sunday,Afternoon,61.9,1.0,Neutral
87.86,47.27,Monday,Morning,48.5,2.0,Positive
43.82,27.13,Sunday,Morning,,3.0,Negative
35.97,56.68,Tuesday,Afternoon,42.92,0.0,Negative
35.38,61.72,Monday,Evening,8.92,0.0,Positive
111.22,98.62,Monday,Afternoon,,1.0,Neutral
111.03,58.67,Sunday,Night,,0.0,Positive
56.35,32.77,Thursday,Afternoon,48.1,2.0,Negative
113.41,98.16,Monday,Evening,4.77,2.0,Neutral
92.32,49.34,Friday,Afternoon,49.47,1.0,Neutral
77.05,29.87,Tuesday,Night,2.12,3.0,Neutral
54.97,62.1,Tuesday,Morning,39.07,3.0,Positive
110.85,98.34,Thursday,Afternoon,20.98,3.0,Positive
91.09,45.56,Tuesday,Night,94.09,2.0,Negative
67.31,62.01,Tuesday,Morning,,1.0,Positive
111.33,20.49,Saturday,Evening,80.06,0.0,Positive
55.61,24.35,Wednesday,Afternoon,45.84,0.0,Negative
66.65,64.76,Friday,Evening,84.65,0.0,Negative
63.4,26.72,Tuesday,Night,50.12,0.0,Neutral
13.27,96.57,Thursday,Afternoon,58.7,3.0,Neutral
,62.89,Wednesday,Evening,56.42,3.0,Neutral
27.55,53.86,Sunday,Afternoon,52.39,3.0,Positive
23.54,30.34,Tuesday,Night,6.25,1.0,Positive
31.85,87.25,Sunday,Afternoon,,3.0,Positive
93.37,93.43,Tuesday,Night,22.6,1.0,Neutral
10.64,89.45,Saturday,Night,85.77,2.0,Neutral
45.09,79.89,Sunday,Morning,96.66,3.0,Neutral
61.84,56.08,Friday,Night,80.97,1.0,Negative
65.01,47.72,Saturday,Night,26.56,1.0,Negative
61.96,94.84,Friday,Evening,91.23,0.0,Neutral
84.56,97.08,Thursday,Morning,50.84,0.0,Neutral
24.62,42.23,Wednesday,Evening,58.31,1.0,Negative
54.58,50.52,Saturday,Evening,36.55,0.0,Neutral
26.82,85.45,Wednesday,Night,20.06,3.0,Positive
8.65,21.52,Thursday,Evening,,3.0,Neutral
27.72,96.73,Thursday,Evening,55.76,1.0,Negative
,89.62,Friday,Morning,,0.0,Positive
70.44,54.97,Monday,Morning,83.98,3.0,Neutral
32.82,70.94,Wednesday,Night,39.12,2.0,Neutral
113.76,29.06,Sunday,Morning,50.37,2.0,Negative
32.72,62.57,Saturday,Night,,3.0,Positive
,85.82,Wednesday,Evening,68.53,0.0,Negative
51.04,46.79,Saturday,Evening,31.55,0.0,Positive
14.0,74.93,Monday,Evening,89.17,0.0,Negative
99.26,42.68,Sunday,Morning,45.36,3.0,Neutral
95.81,42.04,Saturday,Evening,76.11,3.0,Negative
115.9,70.44,Sunday,Afternoon,53.1,0.0,Neutral
119.45,55.63,Saturday,Night,53.27,3.0,Neutral
,86.19,Thursday,Morning,15.4,0.0,Positive
82.96,52.38,Sunday,Evening,82.98,0.0,Neutral
73.82,69.29,Monday,Night,22.54,0.0,Positive
81.49,45.69,Monday,Afternoon,69.14,0.0,Negative
50.59,79.3,Tuesday,Evening,,0.0,Neutral
62.12,21.96,Saturday,Night,39.72,1.0,Neutral
19.43,69.53,Thursday,Afternoon,45.7,3.0,Positive
31.09,48.88,Wednesday,Morning,5.44,2.0,Positive
114.13,47.51,Tuesday,Morning,14.04,1.0,Positive
66.07,45.65,Friday,Evening,,3.0,Negative
93.68,29.27,Tuesday,Evening,,0.0,Neutral
18.29,67.45,Friday,Morning,76.39,3.0,Negative
,89.9,Sunday,Afternoon,89.25,3.0,Positive
30.03,44.09,Monday,Evening,43.98,2.0,Neutral
44.29,55.25,Tuesday,Afternoon,,3.0,Negative
19.1,99.08,Saturday,Evening,,3.0,Neutral
102.45,42.47,Monday,Afternoon,41.29,0.0,Negative
106.52,46.15,Monday,Night,50.12,0.0,Neutral
83.05,90.48,Saturday,Night,84.48,0.0,Positive
72.65,75.81,Wednesday,Night,,1.0,Neutral
36.33,60.26,Saturday,Afternoon,,3.0,Positive
100.73,70.67,Monday,Night,22.78,0.0,Positive
39.68,58.4,Saturday,Evening,62.08,2.0,Negative
21.41,41.39,Wednesday,Night,,3.0,Negative
87.68,24.17,Saturday,Afternoon,87.81,0.0,Positive
96.29,45.27,Monday,Night,23.27,2.0,Neutral
96.08,88.52,Tuesday,Afternoon,90.8,1.0,Neutral
33.68,65.99,Sunday,Evening,58.17,0.0,Positive
,32.62,Friday,Morning,17.66,2.0,Neutral
12.65,48.74,Tuesday,Evening,4.86,3.0,Negative
117.84,43.91,Wednesday,Morning,43.97,0.0,Positive
47.01,81.62,Friday,Evening,89.88,1.0,Positive
84.66,24.37,Tuesday,Night,56.68,1.0,Neutral
97.91,37.73,Sunday,Afternoon,99.58,1.0,Neutral
94.08,81.16,Sunday,Night,94.24,2.0,Neutral
30.01,73.16,Saturday,Evening,,2.0,Negative
104.18,54.13,Sunday,Evening,17.02,3.0,Positive
22.07,49.35,Monday,Evening,3.27,1.0,Positive
,23.98,Sunday,Night,99.36,2.0,Neutral
41.08,48.26,Sunday,Evening,74.04,2.0,Neutral
46.47,47.09,Saturday,Afternoon,35.7,1.0,Negative
,40.04,Thursday,Afternoon,,0.0,Negative
8.05,38.94,Friday,Evening,1.66,1.0,Neutral
115.58,91.65,Thursday,Morning,90.68,2.0,Negative
69.16,20.12,Wednesday,Afternoon,12.28,0.0,Neutral
60.25,49.99,Wednesday,Afternoon,22.52,1.0,Neutral
,69.38,Tuesday,Evening,34.84,3.0,Negative
112.5,56.15,Friday,Night,29.23,3.0,Positive
56.82,77.75,Friday,Night,47.83,2.0,Negative
86.88,87.15,Sunday,Night,46.8,0.0,Positive
,24.63,Friday,Evening,70.88,0.0,Neutral
,53.38,Tuesday,Night,30.22,2.0,Positive
43.15,46.2,Wednesday,Morning,13.19,3.0,Negative
66.02,32.44,Sunday,Evening,58.25,0.0,Neutral
,72.87,Tuesday,Morning,,1.0,Neutral
119.13,71.2,Saturday,Night,59.74,2.0,Neutral
31.97,60.29,Thursday,Afternoon,6.48,1.0,Neutral
28.32,97.81,Saturday,Morning,,3.0,Positive
,38.77,Friday,Evening,70.79,3.0,Negative
67.13,22.7,Tuesday,Morning,,0.0,Neutral
11.54,70.41,Thursday,Evening,77.11,0.0,Negative
41.26,44.78,Thursday,Morning,,3.0,Positive
111.6,88.65,Thursday,Evening,88.12,0.0,Neutral
39.53,27.52,Wednesday,Evening,4.02,2.0,Neutral
76.98,79.03,Thursday,Evening,31.86,3.0,Positive
23.49,88.87,Thursday,Evening,57.35,3.0,Negative
76.44,54.51,Saturday,Night,13.7,3.0,Neutral
72.27,89.37,Tuesday,Afternoon,83.19,1.0,Neutral
37.18,57.78,Tuesday,Night,37.53,0.0,Negative
83.3,59.06,Friday,Evening,,0.0,Neutral
104.61,49.55,Monday,Night,32.07,0.0,Negative
,49.86,Friday,Morning,,0.0,Positive
33.28,48.72,Thursday,Morning,92.72,1.0,Neutral
16.85,46.15,Monday,Morning,50.48,0.0,Negative
42.61,81.33,Wednesday,Morning,,3.0,Positive
83.11,60.23,Monday,Morning,,1.0,Neutral
105.35,29.49,Saturday,Night,,2.0,Positive
22.0,30.78,Tuesday,Night,84.02,1.0,Negative
